Date,Coal.Australia,Coal.SA,CrudeOil,Fuel.Index,NaturalGas,Coal.Producer.Index,Gold,Silver,Copper,IronOre,CrudeOil.Index,Metal.Index,NonFuel.Index,Commodity.Index,CLI,CCI,BCI
11/1/2009,78.8,66.44,77.55,96.18,3.69,184.1,1127.04,17.82,6675.6,99.26,157.29,84.7,90.9,132.48,99.53308,99.1561,99.1474
12/1/2009,83.1,73.8,74.88,95.86,5.37,185.7,1134.72,17.64,6981.71,105.07,153.71,90.29,93.26,135.06,99.84742,99.23299,99.41904
1/1/2010,97,86.94,77.12,99.92,5.81,190.2,1117.96,17.75,7386.25,125.72,160.03,96.58,96.11,140.84,100.0978,99.32477,99.72912
2/1/2010,94.19,83.36,74.76,96.68,5.34,190.8,1095.41,15.87,6848.18,127.49,157.63,91.11,92.68,137.59,100.2831,99.36591,100.0092
3/1/2010,94.38,82.96,79.3,100.24,4.29,191.5,1113.34,17.11,7462.83,139.69,168.42,99.42,94.2,142.18,100.412,99.38091,100.2812
4/1/2010,100.15,88.7,84.18,104.68,4.01,191.9,1148.69,18.06,7745.08,172.47,179.93,108.15,97.9,150.05,100.4771,99.36728,100.4252
5/1/2010,100.13,90.94,75.62,95.61,4.16,192.7,1205.43,18.43,6837.68,161.35,165.69,96.02,93.39,141.47,100.4909,99.33441,100.4244
6/1/2010,98.19,92.81,74.73,95.57,4.79,193.6,1232.92,18.45,6499.3,143.63,165.14,89.09,91.29,138.47,100.4817,99.29585,100.3773
7/1/2010,95.98,90.61,74.58,95.31,4.63,193.4,1192.97,17.96,6735.25,126.36,160.71,89.2,93.53,138.65,100.4841,99.21966,100.3907
8/1/2010,89.78,87.9,75.83,96.14,4.31,194.8,1215.81,18.39,7283.95,145.34,162.19,97.59,99.11,142.48,100.5226,99.18461,100.4442
9/1/2010,94.9,85.82,76.12,96.06,3.9,193.2,1270.98,20.55,7709.3,140.63,161.72,100.64,102.93,145.09,100.5992,99.1721,100.534
10/1/2010,97.45,90.99,81.72,101.57,3.43,193.3,1342.02,23.39,8292.41,148.48,168.87,108.27,108.83,152.93,100.702,99.21819,100.6809
11/1/2010,107.16,103.2,84.53,105.56,3.73,193.7,1369.89,26.54,8469.89,156.1,175.61,109.43,112.51,158.21,100.8199,99.32922,100.8616
12/1/2010,118.29,115.24,90.01,112.67,4.24,193.9,1390.55,29.32,9147.26,163.1,190.3,114.52,117.53,167.19,100.9299,99.40598,101.039
1/1/2011,132.48,122.62,92.69,117.04,4.49,206.7,1360.46,28.51,9555.7,179.18,194.39,120.81,123.2,173.31,101.0053,99.4071,101.1602
2/1/2011,128.36,117.74,97.91,121.81,4.07,209.7,1374.68,30.78,9867.6,187.18,202.93,125.82,128.5,179.83,101.016,99.32072,101.2052
3/1/2011,126.13,121,108.65,133.09,3.97,211.4,1423.26,35.81,9503.36,169.36,223.07,121.37,124.18,185.77,100.9459,99.10523,101.1441
4/1/2011,122.5,124.03,116.24,141.94,4.24,212.6,1480.89,42.7,9492.79,179.33,236.05,124.29,126.48,195.13,100.8003,98.96832,100.9742
5/1/2011,119.12,120.46,108.07,133.14,4.31,210.2,1512.58,37.34,8959.9,177.05,219.71,118.49,122.71,188.04,100.5899,98.93889,100.7248
6/1/2011,120.09,119.01,105.85,131.17,4.55,211.3,1529.36,35.8,9066.85,170.88,214.77,116.98,122.29,186.24,100.3372,98.83205,100.5282
7/1/2011,120.75,116.27,107.92,133.73,4.41,209.9,1572.75,37.92,9650.46,172.98,219.52,120.99,123.2,188.78,100.0705,98.5782,100.3267
8/1/2011,120.13,118.27,100.49,125.22,4.05,211.6,1759.01,40.33,9000.76,177.5,203.03,114.77,121.72,184.37,99.82104,98.29276,100.1549
9/1/2011,123.09,115.62,100.82,125.51,3.9,213.3,1772.14,38.15,8300.14,177.23,208.9,109.08,118.98,182.3,99.633,98.18367,100.0164
10/1/2011,119.39,110.88,99.85,124.17,3.57,211.9,1666.43,31.97,7394.19,150.43,206.16,98.39,111.72,175.73,99.53265,98.21989,99.91321
11/1/2011,113.78,105.47,105.41,129.4,3.24,212.4,1739,33.08,7581.02,135.54,218.33,95.84,108.62,178.09,99.51232,98.37048,99.88139
12/1/2011,111.56,104.19,104.23,128.02,3.16,213.3,1639.97,30.3,7565.48,136.39,218.88,95.08,105.65,174.84,99.54459,98.5735,99.92494
1/1/2012,116.46,106.26,107.07,130.63,2.68,218.4,1654.05,30.65,8040.47,140.26,225.89,100.5,108.49,177.69,99.59196,98.79015,100.0064
2/1/2012,117.02,105.3,112.69,136.24,2.52,216.6,1744.82,34.14,8441.49,140.4,236.12,104.01,111.24,183.11,99.6186,98.94434,100.0875
3/1/2012,107.46,103.43,117.79,141.24,2.17,216.2,1675.95,32.95,8470.78,144.66,248.16,103.54,112.02,187.29,99.60413,99.02469,100.1079
4/1/2012,103.59,101.33,113.67,136.12,1.95,215.3,1649.2,31.53,8289.48,147.64,239.28,100.95,111.65,184.25,99.54294,99.03513,100.0376
5/1/2012,95.83,93.77,104.09,126.28,2.44,216.3,1589.04,28.72,7955.64,136.61,220.83,96.63,109.24,173.35,99.44508,99.00393,99.86166
6/1/2012,87.19,85.31,90.73,111.53,2.46,216.8,1598.76,27.98,7423.02,134.66,194.36,91.63,105.69,162.08,99.32912,98.89916,99.65887
7/1/2012,88.24,87.33,96.75,118.55,2.95,213.4,1594.29,27.43,7584.26,127.94,208.47,91.19,110.6,167.37,99.22088,98.82647,99.52667
8/1/2012,91,89.11,105.27,127.65,2.84,211.3,1630.31,28.8,7515.53,107.5,225.86,87.65,109.41,172.03,99.14251,98.81521,99.44924
9/1/2012,88.96,85.82,106.28,128.53,2.84,214.6,1744.81,33.61,8087.74,99.47,224.39,93.59,111.23,173.76,99.10686,98.85213,99.40076
10/1/2012,81.85,82.8,103.41,125.88,3.32,213.2,1746.58,33.19,8062.03,113.95,217.89,94,109.23,172.18,99.11353,98.90729,99.34464
11/1/2012,85.89,85.74,101.17,124.08,3.54,215.8,1721.64,32.77,7711.23,120.35,214.74,92.42,107.13,169.86,99.16305,98.90944,99.34997
12/1/2012,92.88,88.84,101.19,124.18,3.34,219.8,1684.76,31.87,7966.49,128.51,213.42,97.42,108.31,170.68,99.249,98.86373,99.45203
1/1/2013,92.77,86.13,105.1,128.41,3.33,213.8,1671.85,31.06,8047.36,150.49,222.01,100.29,108.75,174.86,99.35722,98.92921,99.59609
2/1/2013,94.94,85.13,107.64,131.22,3.33,213.4,1627.57,30.33,8060.93,154.64,228.81,101.34,108.43,176.4,99.47528,99.04315,99.70638
3/1/2013,90.98,82.77,102.52,126.22,3.81,212,1593.09,28.79,7645.58,139.87,221.55,94.55,104.82,171.81,99.5872,99.14634,99.69917
4/1/2013,87.76,82.02,98.85,123.13,4.17,214.4,1487.86,25.36,7234.28,137.39,213.31,90.73,101.84,168.5,99.69083,99.24324,99.64236
5/1/2013,87.71,81.79,99.37,123.21,4.04,218.4,1414.03,23.04,7249.41,124.01,215.01,88.32,102.35,167.46,99.79935,99.38911,99.65812
6/1/2013,82.75,77.29,99.74,122.94,3.83,212.3,1343.35,21.11,7000.24,114.82,213.78,85.41,100.95,165.08,99.91107,99.49796,99.77023
7/1/2013,77.26,72.64,105.26,128.12,3.62,211.5,1285.52,19.71,6906.64,127.19,226.91,85.67,99.59,167.25,100.0236,99.56384,99.92386
8/1/2013,76.96,72.91,108.16,130.93,3.43,211.7,1351.74,21.89,7192.92,137.06,230.85,89.64,99.32,169.9,100.1354,99.54226,100.0901
9/1/2013,77.61,73.1,108.76,131.6,3.62,210.7,1348.6,22.56,7159.27,134.19,231.74,88.15,98.16,169.23,100.2383,99.46774,100.2176
10/1/2013,79.41,80.65,105.43,128.29,3.67,207.8,1316.58,21.92,7203.02,132.57,222.32,89.07,98.7,166.46,100.3267,99.40244,100.2943
11/1/2013,82.25,83.82,102.63,125.38,3.62,211.8,1275.86,20.76,7070.65,136.32,217.61,87.82,97.98,164.74,100.3958,99.4372,100.3437
12/1/2013,84.34,84.62,105.48,129.48,4.24,211.3,1221.51,19.67,7214.9,135.79,222.57,88.71,98.53,168.34,100.4375,99.52905,100.3293
1/1/2014,81.61,82.9,102.1,126.38,4.7,211.2,1244.27,19.88,7291.47,128.12,216.11,88.08,97.63,167.17,100.457,99.57986,100.2841
2/1/2014,76.29,77.6,104.83,130.57,5.97,204.4,1299.58,20.85,7149.21,121.37,220.88,86.16,99.47,171.41,100.467,99.61139,100.3164
3/1/2014,73.34,74.6,104.04,127.93,4.88,208.1,1336.08,20.72,6650.04,111.83,218.15,82.98,99.91,170.25,100.4723,99.67596,100.3823
4/1/2014,72.82,75.06,104.87,128.41,4.63,206.2,1298.45,19.74,6673.56,114.58,219.95,85.48,100.19,171.53,100.4644,99.76915,100.438
5/1/2014,73.69,75.78,105.71,128.96,4.56,206.6,1288.74,19.34,6891.13,100.56,221.71,84.85,100.13,169.25,100.4446,99.81461,100.4594
6/1/2014,71.48,74.09,108.37,131.48,4.57,205.1,1279.1,19.89,6821.14,92.74,228.16,84.36,98.58,169.62,100.4211,99.82589,100.448
7/1/2014,68.75,71.44,105.23,126.93,4.01,200.5,1310.59,20.92,7113.38,96.05,221.56,88.18,98.27,166.32,100.4006,99.80952,100.4487
8/1/2014,68.94,71.19,100.05,121.2,3.88,200.8,1295.13,19.74,7001.84,92.61,212.79,88.03,97.34,160.83,100.3848,99.80693,100.4703
9/1/2014,65.94,67.86,95.85,116.62,3.92,200.2,1236.55,18.37,6872.22,82.38,207.61,85.07,94.22,155.53,100.3807,99.82882,100.477
10/1/2014,63.71,65.74,86.08,106.2,3.77,199.7,1222.49,17.16,6737.48,81.06,188.07,82.62,93.11,146.85,100.3809,99.87997,100.5065
11/1/2014,62.55,65.66,76.99,96.38,4.1,200.3,1175.33,15.97,6712.85,73.73,170.23,82.86,93.15,139.71,100.3821,99.97495,100.4827
12/1/2014,62.44,66.14,60.7,78.55,3.43,201.5,1200.62,16.3,6446.45,68.39,134.86,78.83,90.77,126.34,100.3836,100.1403,100.3879
1/1/2015,61.44,59.29,47.11,63.1,2.97,201.6,1250.75,17.24,5830.54,68.23,108.34,73.85,87.68,114.75,100.3861,100.308,100.3005
2/1/2015,69.05,63.48,54.79,70.87,2.85,199.6,1227.08,16.79,5729.27,62.75,126.23,72.37,86.14,118.12,100.3801,100.3983,100.2279
3/1/2015,64.76,59.92,52.83,68.42,2.8,202.2,1178.63,16.24,5939.67,58.05,123.82,71.78,84.5,114.13,100.36,100.4231,100.1757
4/1/2015,56.24,58.95,57.54,71.86,2.58,199.4,1198.93,16.34,6042.09,52.28,134.67,72.14,84.19,115.43,100.3239,100.4123,100.166
5/1/2015,61.19,61.63,62.51,77.58,2.84,201.7,1198.63,16.83,6294.78,60.3,144.43,74.64,84.87,119.24,100.2715,100.3557,100.1637
6/1/2015,58.96,60.71,61.31,76.08,2.77,199.9,1181.5,16.08,5833.01,62.63,141.63,70.31,83.55,117.12,100.2063,100.3176,100.1077
7/1/2015,59.9,57.9,54.34,68.78,2.83,195.6,1128.31,15.05,5456.75,52.39,126.59,65.75,82.31,110.48,100.1262,100.232,100.0228
8/1/2015,59.14,55.02,45.69,59.25,2.76,194.6,1117.93,14.94,5127.3,56.19,105.85,62.65,78.81,103.25,100.0411,100.1573,99.94552
9/1/2015,57.65,51.38,46.28,59.66,2.65,196.6,1124.77,14.75,5217.25,56.95,106.8,63.4,77.96,102.74,99.96792,100.1299,99.8858
10/1/2015,54.26,50.11,46.96,59.65,2.32,193.2,1159.25,15.81,5216.09,53.12,108.35,62.22,78.02,102.17,99.90924,100.2368,99.85703
11/1/2015,52.47,53.34,43.11,54.83,2.08,194.3,1086.44,14.45,4799.9,46.86,101.21,57.83,75.99,96.16,99.85161,100.3799,99.8344
12/1/2015,52.21,48.77,36.57,47.37,1.92,193.2,1075.74,14.13,4638.83,40.5,85.53,56.31,75.47,90.65,99.79031,100.4287,99.82569
1/1/2016,49.02,49.09,29.78,40.01,2.27,189.6,1097.91,14.11,4471.79,41.88,70.15,55.21,74.05,85.39,99.72761,100.3606,99.8426
2/1/2016,50.27,50.33,31.03,40.78,1.96,187.7,1199.5,15.17,4598.62,46.83,72.26,57.68,74.6,87.39,99.66822,100.2424,99.89754
3/1/2016,52.21,52.57,37.34,47.2,1.7,193.1,1245.14,15.47,4953.8,56.2,86.75,61.19,76.99,93.65,99.62872,100.1713,99.97057
4/1/2016,50.69,52.35,40.75,51.01,1.9,192,1242.26,16.36,4872.74,60.92,93.79,62,78.83,96.66,99.611,100.1736,100.0053
5/1/2016,51.31,54.24,45.94,56.75,1.92,198.5,1260.95,16.95,4694.54,55.13,105.65,59.98,79.95,100.54,99.60897,100.2371,100.0415
6/1/2016,52.85,58.59,47.69,59.77,2.57,198.7,1276.4,17.29,4641.97,51.98,109.86,60.26,81.65,103.15,99.62309,100.2447,100.0737
7/1/2016,61.24,62.39,44.13,56.63,2.79,192.3,1336.66,19.99,4864.9,57.26,103.17,63.49,81.38,102.82,99.65578,100.1968,100.049
8/1/2016,67.39,66.34,44.88,57.43,2.79,190.2,1340.17,19.59,4751.67,60.89,103.94,63.78,80.54,103.25,99.71385,100.1973,100.0001
9/1/2016,72.72,68.33,45.04,58.23,2.97,190.2,1326.61,19.36,4722.2,57.79,104.46,62.83,79.91,103.32,99.80199,100.2262,100.0607
10/1/2016,94.2,83.79,49.29,64.32,2.95,192.2,1266.55,17.66,4731.26,59.09,115.85,64.13,79.54,106.73,99.91355,100.2494,100.1698
11/1/2016,103.43,89.15,45.26,60.03,2.5,195.7,1238.35,17.41,5450.93,73.1,107.41,71.53,82.25,105.53,100.0394,100.3139,100.2948
12/1/2016,88.15,80.19,52.62,68.47,3.58,196,1157.36,16.43,5660.35,80.02,126.7,73.54,82.77,111.56,100.1619,100.379,100.414
1/1/2017,83.73,86.49,53.59,69.28,3.26,204.5,1192.1,16.9,5754.56,80.41,128.75,74.54,84.33,115.97,100.2643,100.3937,100.5331
2/1/2017,79.98,83.6,54.35,69.32,2.82,200.1,1234.2,17.93,5940.91,89.44,130.13,77.94,85.28,116.51,100.3456,100.4138,100.6753
3/1/2017,80.9,79.11,50.9,65.19,2.87,199.9,1231.42,17.63,5824.63,87.65,121.94,77.34,84.05,111,100.4109,100.4835,100.7468
4/1/2017,83.65,78.89,52.16,66.99,3.08,202.2,1266.88,18.03,5683.9,70.22,124.52,74.04,82.35,111.1,100.4683,100.5653,100.7709
5/1/2017,74.42,74.41,49.89,64.23,3.12,199.1,1246.04,16.75,5599.56,62.43,117.84,72.24,82.45,108.88,100.527,100.6251,100.8278
6/1/2017,81.09,79.2,46.17,60.21,2.94,198,1260.26,16.93,5719.76,57.48,108.21,71.71,81.67,105.67,100.5905,100.6482,100.9518
7/1/2017,87.49,81.69,47.66,62.19,2.96,197.3,1236.84,16.15,5985.12,67.74,110.83,75.39,83.03,108.45,100.6599,100.6818,101.0654
8/1/2017,98.58,87.84,49.94,65.29,2.88,197.8,1283.04,16.95,6485.63,76.07,114.85,81.56,83.8,111.28,100.7368,100.74,101.2051
9/1/2017,97.82,92.26,52.95,68.82,2.96,199,1314.07,17.43,6577.17,71.53,120.9,82.68,84.62,114.54,100.8116,100.7999,101.328
10/1/2017,97.11,91.43,54.92,70.85,2.87,198.9,1279.51,16.94,6807.6,61.66,126.43,83.39,84.46,116.08,100.8771,100.8762,101.3635
11/1/2017,96.64,91.39,59.93,76.63,2.99,199.7,1281.9,16.98,6826.55,64.24,138.15,83.46,84.82,120.83,100.925,100.8936,101.3739
12/1/2017,100.81,95.48,61.19,78.11,2.76,199.6,1264.45,16.17,6833.89,72.25,140.34,84.11,84.24,122.54,100.9512,100.8854,101.3853
1/1/2018,106.45,97.48,66.23,85.04,3.88,201,1331.3,17.13,7065.85,76.34,149.22,88.57,87.11,129.83,100.959,100.9014,101.3711
2/1/2018,105.95,92.68,63.46,80.54,2.67,202.2,1330.73,16.58,7006.52,77.46,141.81,88.61,88.26,127,100.9495,100.9376,101.3299
3/1/2018,96.66,89.5,64.17,80.89,2.69,203.1,1324.66,16.47,6799.18,70.35,143.34,84.47,87.86,126.58,100.9102,100.9482,101.2363
4/1/2018,93.69,92.32,68.79,85.91,2.76,202.1,1334.76,16.65,6851.51,65.75,153.86,86.45,89.54,128.54,100.8423,100.9185,101.1628
5/1/2018,105.29,101.89,73.43,91.75,2.78,204.6,1303.45,16.49,6825.27,66.1,167.08,86.79,89.73,133.35,100.758,100.8932,101.1549
6/1/2018,114.33,103.88,71.98,90.81,2.94,202.3,1281.57,16.54,6965.86,65.04,165.24,86.98,87.93,132.22,100.6595,100.888,101.1602
7/1/2018,119.57,106.02,72.67,91.69,2.8,202.6,1237.71,15.72,6250.75,64.56,167.92,79.77,84.13,130.47,100.5484,100.8946,101.1405
8/1/2018,117.34,98.48,71.08,90.38,2.96,201.5,1201.71,14.99,6051.05,67.15,165.28,78.12,82.7,128.26,100.4246,100.8508,101.1061
9/1/2018,114.16,102.14,75.36,95.63,3,202.3,1198.39,14.27,6050.76,68.44,174.66,77.44,81.15,132.7,100.2889,100.7899,100.9951
10/1/2018,108.73,100.34,76.73,96.87,3.29,204.1,1215.39,14.6,6219.59,73.41,179.06,79.35,82.29,133.71,100.1475,100.703,100.8543
11/1/2018,100.73,91.58,62.32,81.91,4.14,202.9,1220.65,14.35,6195.92,73.26,146.29,77.5,81.13,122.16,100.0122,100.6019,100.7301
12/1/2018,101.37,95.41,53.96,72.64,3.95,203.9,1250.4,14.77,6075.32,69.15,126.08,76.07,80.8,116.15,99.88594,100.5104,100.5583
1/1/2019,98.56,91.29,56.58,73.8,3.08,205.2,1291.75,15.62,5939.1,76.16,131.42,75.77,81.18,117.08,100.5104,100.4501,100.4232
2/1/2019,95.42,84.16,61.13,77.39,2.72,203,1320.07,15.82,6300.49,88.22,142.53,80.12,82.65,119.01,100.4501,100.5003,100.3042
3/1/2019,93.12,78.81,63.79,79.95,2.94,203.9,1300.9,15.3,6439.46,86.47,148.86,81.1,82.45,119.91,100.5003,100.5792,100.2192
4/1/2019,86.77,72.49,68.58,84.2,2.65,203.6,1285.91,15.06,6438.36,93.7,160.45,81.6,82.67,123.42,100.5792,100.6041,100.102
5/1/2019,82.32,68.93,66.83,81.79,2.63,201.5,1283.7,14.66,6017.9,100.15,157.12,78.65,81.18,120.48,100.6041,100.5758,99.9684
6/1/2019,72.49,62.94,59.76,73.06,2.4,203.2,1359.04,15.04,5882.23,108.94,139.92,78.53,82.59,115.53,100.5758,100.4881,99.8146
7/1/2019,72.08,65.79,61.48,74.86,2.36,203,1412.89,15.79,5941.2,120.24,144.45,81.03,82.56,117.97,100.4881,100.3662,99.64353
8/1/2019,65.55,60.43,57.67,70.38,2.23,202.6,1500.41,17.22,5709.44,93.07,136.17,76.05,79.32,112.71,100.3662,100.2271,99.50867
9/1/2019,65.95,61.37,60.04,73.61,2.58,201.6,1510.58,18.16,5759.25,93.08,142.33,77.32,79.57,114.81,100.2271,100.2133,99.40218
10/1/2019,69.2,67.44,57.27,70.9,2.33,203.5,1494.81,17.65,5757.3,88.53,135.55,76.46,80.28,113.02,100.2133,100.2969,99.39382
11/1/2019,66.99,73.62,60.4,74.62,2.65,198.6,1470.79,17.17,5859.95,84.98,142.6,76.22,82.29,116.91,100.2969,100.4424,99.44287
12/1/2019,66.18,76.03,63.35,76.93,2.24,199.7,1479.13,17.14,6077.06,92.65,149.22,77.47,83.86,119.91,100.4424,100.5439,99.49759
1/1/2020,69.66,82.09,61.63,74.44,2.02,193.1,1560.67,17.97,6031.21,95.76,145.14,77.7,84.34,119.55,100.5439,100.4862,99.47977
2/1/2020,67.64,79.99,53.35,64.96,1.9,192.8,1597.1,17.88,5687.75,87.68,126.53,73.02,81.25,111.02,100.4862,100.0884,99.15144
3/1/2020,66.74,67.89,32.2,42.06,1.78,192.4,1591.93,14.88,5182.63,88.99,76.22,68.71,78.18,93.87,100.0884,99.24226,98.41069
4/1/2020,58.55,56.58,21.04,29.35,1.73,191.5,1683.17,15.07,5057.97,84.73,50.45,65.55,76.07,84.15,99.24226,98.32549,97.59643
5/1/2020,52.49,57.42,30.38,38.81,1.75,194.9,1715.91,16.26,5239.83,93.65,72.25,68.01,76.62,91.37,98.32549,98.04079,97.52828
6/1/2020,52.21,56.81,39.46,48.34,1.62,193.6,1732.22,17.71,5754.6,103.3,92.83,73.68,79.78,99.79,98.04079,98.20473,98.1669
7/1/2020,51.56,56.6,42.07,51.28,1.74,192.5,1846.51,20.65,6372.46,108.52,98.08,79.09,81.93,103.84,98.20473,98.40843,98.1669
